movie_id,title,year,genre,director,rating,plot,content_features
42,Panipat,2019,"Action,Drama,History",Ashutosh Gowariker,5.4,The film is based on the third battle of Panipat which took place on the 14th of January in 1761,"Action,Drama,History The film is based on the third battle of Panipat w..."
43,Mardaani 2,2019,"Action,Crime,Drama",Gopi Puthran,7.2,A 21-year old boy Sunny has a penchant for sexually assaulting and murdering girls,"Action,Crime,Drama A 21-year old boy Sunny has a penchant for sexuall..."
44,The Sky Is Pink,2019,"Drama,Romance",Shonali Bose,7.5,The 25-year love story between Aditi and Niren and how they fought against all odds to build a happy family,"Drama,Romance The 25-year love story between Aditi and Niren and..."
45,Bala,2019,"Comedy,Drama",Amar Kaushik,7.3,It tells the story of a man who is balding prematurely and how he copes up with the situation,"Comedy,Drama It tells the story of a man who is balding prematu..."
46,Pagalpanti,2019,"Action,Comedy",Anees Bazmee,4.5,"3 men, considered as losers in their lives by the people, plan to get rich along with their girlfriends","Action,Comedy 3 men, considered as losers in their lives by the ..."
47,Ujda Chaman,2019,"Comedy,Drama",Abhishek Pathak,6.1,A balding 30-year-old bachelor in search of a beautiful wife is given a deadline to find one or remain celibate forever,"Comedy,Drama A balding 30-year-old bachelor in search of a beau..."
48,Made In China,2019,"Comedy,Drama",Mikhil Musale,5.4,A struggling Gujarati businessman ventures into the world of China where he gets a brilliant business idea,"Comedy,Drama A struggling Gujarati businessman ventures into th..."
49,Motichoor Chaknachoor,2019,"Comedy,Drama,Romance",Debamitra Biswal,5.2,A woman whose single focus is to get married and a man who wants to stay a bachelor get into a complex marriage,"Comedy,Drama,Romance A woman whose single focus is to get married and a..."
50,Commando 3,2019,"Action,Thriller",Aditya Datt,5.4,A mysterious man along with a young computer hacker tries to unveil a major government conspiracy,"Action,Thriller A mysterious man along with a young computer hacke..."
51,Andhadhun,2018,"Crime,Mystery,Thriller",Sriram Raghavan,8.2,A series of mysterious events change the life of a blind pianist,"Crime,Mystery,Thriller A series of mysterious events change the life of a..."
52,Stree,2018,"Comedy,Horror",Amar Kaushik,7.5,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named Stree","Comedy,Horror In the small town of Chanderi, the menfolk live in..."
53,Badhaai Ho,2018,"Comedy,Drama",Amit Sharma,7.9,A man faces embarrassment when his mother gets pregnant,"Comedy,Drama A man faces embarrassment when his mother gets pre..."
54,Raazi,2018,"Action,Drama,Thriller",Meghna Gulzar,7.8,A Kashmiri woman agrees to marry a Pakistani army officer to spy on Pakistan,"Action,Drama,Thriller A Kashmiri woman agrees to marry a Pakistani army ..."
55,Sanju,2018,"Biography,Comedy,Drama",Rajkumar Hirani,7.6,Biopic of the controversial life of actor Sanjay Dutt,"Biography,Comedy,Drama Biopic of the controversial life of actor Sanjay D..."
56,Tumhari Sulu,2017,"Comedy,Drama",Suresh Triveni,7.1,A housewife becomes a night RJ and experiences drastic changes,"Comedy,Drama A housewife becomes a night RJ and experiences dra..."
57,Gold,2018,"Drama,Sport",Reema Kagti,7.3,The story of India's first Olympic gold medal as a free nation,"Drama,Sport The story of India's first Olympic gold medal as a..."
58,Padmaavat,2018,"Drama,History,Romance",Sanjay Leela Bhansali,7.0,Queen Padmavati is known for her exceptional beauty along with a strong character,"Drama,History,Romance Queen Padmavati is known for her exceptional beaut..."
59,Race 3,2018,"Action,Thriller",Remo D'Souza,1.8,"The Singh family comprises of Shamsher his step-son Sikandar, twins Suraj and Sanjana","Action,Thriller The Singh family comprises of Shamsher his step-so..."
60,Baaghi 2,2018,"Action,Romance,Thriller",Ahmed Khan,5.0,A battle-hardened army officer goes in search of his ex-lover's child who is mysteriously kidnapped,"Action,Romance,Thriller A battle-hardened army officer goes in search of h..."
61,Thugs of Hindostan,2018,"Action,Adventure,Drama",Vijay Krishna Acharya,4.1,"Recruited by the East India Company, a local thug infiltrates a group of patriots attempting to overthrow the company","Action,Adventure,Drama Recruited by the East India Company, a local thug ..."
62,Zero,2018,"Drama,Romance",Aanand L. Rai,5.2,"The story revolves around Bauua Singh, a vertically challenged man, who is full of charm and wit","Drama,Romance The story revolves around Bauua Singh, a verticall..."
63,October,2018,"Drama,Romance",Shoojit Sircar,7.5,"Dan, a 21-year-old carefree boy, has to deal with the complexities of life when his girlfriend Shiuli gets into a coma","Drama,Romance Dan, a 21-year-old carefree boy, has to deal with ..."
64,Hichki,2018,"Comedy,Drama",Siddharth P Malhotra,7.5,Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength,"Comedy,Drama Hichki presents a positive and inspiring story abo..."
65,Blackmail,2018,"Comedy,Thriller",Abhinay Deo,5.6,"When Dev finds out his wife is cheating on him, he secretly blackmails his wife and her lover","Comedy,Thriller When Dev finds out his wife is cheating on him, he..."
66,Veere Di Wedding,2018,"Comedy,Drama",Shashanka Ghosh,4.8,Four girls on their way to find true love discover themselves,"Comedy,Drama Four girls on their way to find true love discover..."
67,Mulk,2018,"Crime,Drama",Anubhav Sinha,7.3,"After a member of a terrorist organization is killed by the Indian military, his family faces social prejudice","Crime,Drama After a member of a terrorist organization is kill..."
68,Saheb Biwi Aur Gangster 3,2018,"Action,Drama,Thriller",Tigmanshu Dhulia,4.9,The royal saga continues as the Saheb and Biwi's marriage faces another challenge,"Action,Drama,Thriller The royal saga continues as the Saheb and Biwi's m..."
69,Manmarziyaan,2018,"Drama,Romance",Anurag Kashyap,6.7,"A love triangle between a spirited young woman, her outgoing boyfriend and a fiance","Drama,Romance A love triangle between a spirited young woman, he..."
70,Helicopter Eela,2018,"Comedy,Drama",Pradeep Sarkar,5.1,Eela is an aspiring playback singer and single mother,"Comedy,Drama Eela is an aspiring playback singer and single mot..."
71,Dangal,2016,"Biography,Drama,Sports",Nitesh Tiwari,8.3,Mahavir Singh Phogat trains his daughters for the Commonwealth Games,"Biography,Drama,Sports Mahavir Singh Phogat trains his daughters for the ..."
72,3 Idiots,2009,"Comedy,Drama",Rajkumar Hirani,8.4,Two friends are searching for their long lost companion,"Comedy,Drama Two friends are searching for their long lost comp..."
73,PK,2014,"Comedy,Drama,Sci-Fi",Rajkumar Hirani,8.1,An alien on Earth loses the only device he can use to communicate,"Comedy,Drama,Sci-Fi An alien on Earth loses the only device he can use..."
74,Bajrangi Bhaijaan,2015,"Action,Adventure,Comedy",Kabir Khan,8.1,An Indian man takes a young mute Pakistani girl back to her homeland,"Action,Adventure,Comedy An Indian man takes a young mute Pakistani girl ba..."
75,Zindagi Na Milegi Dobara,2011,"Adventure,Comedy,Drama",Zoya Akhtar,8.2,Three friends turn their fantasy vacation into reality,"Adventure,Comedy,Drama Three friends turn their fantasy vacation into rea..."
76,Queen,2013,"Adventure,Comedy,Drama",Vikas Bahl,8.1,A Delhi girl sets out on a solo honeymoon,"Adventure,Comedy,Drama A Delhi girl sets out on a solo honeymoon..."
77,Taare Zameen Par,2007,"Drama,Family",Aamir Khan,8.3,An eight-year-old boy is thought to be a lazy trouble-maker,"Drama,Family An eight-year-old boy is thought to be a lazy trou..."
78,Pink,2016,"Crime,Drama,Thriller",Anirudh Iyer,8.1,Three young women are implicated in a crime,"Crime,Drama,Thriller Three young women are implicated in a crime..."
79,The Lunchbox,2013,"Drama,Romance",Ritesh Batra,7.8,A mistaken delivery in Mumbai's lunchbox delivery system,"Drama,Romance A mistaken delivery in Mumbai's lunchbox delivery ..."
80,Panga,2020,"Biography,Drama,Sports",Ashwiny Iyer Tiwari,7.4,Inspired by the life of a national level Kabaddi player,"Biography,Drama,Sports Inspired by the life of a national level Kabaddi p..."
81,Chak De! India,2007,"Drama,Sport",Shimit Amin,8.1,A disgraced hockey player coaches the women's national team,"Drama,Sport A disgraced hockey player coaches the women's nati..."
82,My Name is Khan,2010,"Drama,Romance",Karan Johar,7.9,An Indian Muslim man with Asperger's syndrome travels across America,"Drama,Romance An Indian Muslim man with Asperger's syndrome trav..."
83,Lagaan,2001,"Adventure,Drama,Musical",Ashutosh Gowariker,8.1,The people of a small village in Victorian India stake their future on a game of cricket,"Adventure,Drama,Musical The people of a small village in Victorian India s..."
84,Mughal-E-Azam,1960,"Drama,Romance,War",K. Asif,8.1,A 16th century love story about a marriage of alliance,"Drama,Romance,War A 16th century love story about a marriage of alli..."
85,Sholay,1975,"Action,Adventure,Comedy",Ramesh Sippy,8.1,"After his family is murdered by a bandit, a former police officer enlists the services of two outlaws","Action,Adventure,Comedy After his family is murdered by a bandit, a former..."
86,Anand,1971,"Drama,Musical",Hrishikesh Mukherjee,8.1,The story of a terminally ill man who wishes to live life to the fullest,"Drama,Musical The story of a terminally ill man who wishes to li..."
87,Golmaal,1979,"Comedy,Romance",Hrishikesh Mukherjee,8.4,A man's simple lie to secure a job spirals into bigger lies,"Comedy,Romance A man's simple lie to secure a job spirals into bi..."
88,Haider,2014,"Action,Crime,Drama",Vishal Bhardwaj,8.1,A young man returns to Kashmir after his father's disappearance,"Action,Crime,Drama A young man returns to Kashmir after his father's ..."
89,Tumhari Sulu,2017,"Comedy,Drama",Suresh Triveni,7.1,A housewife becomes a night radio jockey,"Comedy,Drama A housewife becomes a night radio jockey..."
90,Newton,2017,"Comedy,Drama",Amit V Masurkar,7.8,A government clerk on election duty in conflict-ridden Chhattisgarh,"Comedy,Drama A government clerk on election duty in conflict-ri..."
91,Toilet: Ek Prem Katha,2017,"Comedy,Drama",Shree Narayan Singh,7.2,A woman threatens to leave her husband unless he installs a toilet in their home,"Comedy,Drama A woman threatens to leave her husband unless he i..."
92,Hindi Medium,2017,"Comedy,Drama",Saket Chaudhary,7.9,A couple from Delhi is trying to get their daughter admission in an English medium school,"Comedy,Drama A couple from Delhi is trying to get their daughte..."
93,Bareilly Ki Barfi,2017,"Comedy,Romance",Ashwiny Iyer Tiwari,7.5,"Set in the small-town of Bareilly, Bitti is a free-spirited young girl","Comedy,Romance Set in the small-town of Bareilly, Bitti is a free..."
94,Shubh Mangal Saavdhan,2017,"Comedy,Romance",R.S. Prasanna,7.1,A couple fall in love but then the groom discovers he suffers from erectile dysfunction,"Comedy,Romance A couple fall in love but then the groom discovers..."
95,Secret Superstar,2017,"Drama,Music",Advait Chandan,7.8,A talented teenage singer-songwriter living under the domination of her abusive father,"Drama,Music A talented teenage singer-songwriter living under ..."
96,Kahaani,2012,"Mystery,Thriller",Sujoy Ghosh,8.1,A pregnant woman's search for her missing husband takes her from London to Kolkata,"Mystery,Thriller A pregnant woman's search for her missing husband ..."
97,Vicky Donor,2012,"Comedy,Romance",Shoojit Sircar,7.8,A man is brought in by an infertility doctor to supply him with his sperm,"Comedy,Romance A man is brought in by an infertility doctor to su..."
98,English Vinglish,2012,"Comedy,Drama,Family",Gauri Shinde,7.8,A quiet housewife's cooking skills impress a food critic,"Comedy,Drama,Family A quiet housewife's cooking skills impress a food ..."
99,Piku,2015,"Comedy,Drama",Shoojit Sircar,7.6,A quirky comedy about the relationship between an ageing father and his young daughter,"Comedy,Drama A quirky comedy about the relationship between an ..."
100,Masaan,2015,Drama,Neeraj Ghaywan,8.1,"Along the ganges, four people face the moral and spiritual crisis of their lives","Drama Along the ganges, four people face the moral and s..."
101,Court,2014,Drama,Chaitanya Tamhane,7.6,A sewage worker's disappearance is followed by a court case that lasts for months,Drama A sewage worker's disappearance is followed by a c...
102,Aligarh,2015,"Biography,Drama",Hansal Mehta,7.9,Based on the real life story of Aligarh Muslim University professor,"Biography,Drama Based on the real life story of Aligarh Muslim Uni..."
103,Neerja,2016,"Biography,Drama,Thriller",Ram Madhvani,7.6,"The story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers","Biography,Drama,Thriller The story of the courageous Neerja Bhanot, who sac..."
104,Airlift,2016,"Action,Drama,History",Raja Krishna Menon,7.8,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson","Action,Drama,History When Iraq invades Kuwait in August 1990, a callous..."
105,M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",Neeraj Pandey,7.9,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector,"Biography,Drama,Sport The untold story of Mahendra Singh Dhoni's journey..."
106,Rustom,2016,"Crime,Drama,Thriller",Tinu Suresh Desai,7.0,A naval officer returns home to find his wife's lover and shoots him,"Crime,Drama,Thriller A naval officer returns home to find his wife's lo..."
107,Sultan,2016,"Action,Drama,Sport",Ali Abbas Zafar,7.0,Sultan is a story of Sultan Ali Khan - a local wrestling champion,"Action,Drama,Sport Sultan is a story of Sultan Ali Khan - a local wre..."
108,Udta Punjab,2016,"Crime,Drama",Abhishek Chaubey,7.8,A story that revolves around drug abuse in Punjab,"Crime,Drama A story that revolves around drug abuse in Punjab..."
109,Kapoor & Sons,2016,"Comedy,Drama,Romance",Shakun Batra,7.7,The story about two brothers who visit their dysfunctional family,"Comedy,Drama,Romance The story about two brothers who visit their dysfu..."
110,Dear Zindagi,2016,"Drama,Romance",Gauri Shinde,7.4,Kaira is a budding cinematographer in search of a perfect life,"Drama,Romance Kaira is a budding cinematographer in search of a ..."
111,Ae Dil Hai Mushkil,2016,"Drama,Romance",Karan Johar,5.8,"A story about unrequited love - the shapes it takes, the way it changes us","Drama,Romance A story about unrequited love - the shapes it take..."
112,Shivaay,2016,"Action,Adventure,Drama",Ajay Devgn,6.1,Shivaay is a Himalayan mountaineer who earns his livelihood by providing treks and climbs,"Action,Adventure,Drama Shivaay is a Himalayan mountaineer who earns his l..."
113,Force 2,2016,"Action,Crime,Thriller",Abhinay Deo,6.4,ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW,"Action,Crime,Thriller ACP Yashvardhan teams up with RAW Agent KK to brin..."
114,Rock On 2,2016,"Drama,Musical",Shujaat Saudagar,5.9,The musical drama is a sequel to the 2008 blockbuster 'Rock On!!',"Drama,Musical The musical drama is a sequel to the 2008 blockbus..."
115,Wazir,2016,"Action,Crime,Drama",Bejoy Nambiar,7.1,A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate,"Action,Crime,Drama A grief-stricken cop and an amputee grandmaster ar..."
116,Airlift,2016,"Action,Drama,History",Raja Krishna Menon,7.8,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson","Action,Drama,History When Iraq invades Kuwait in August, 1990, a callou..."
117,Fitoor,2016,"Drama,Romance",Abhishek Kapoor,5.4,Modern adaptation of Charles Dickens' novel 'Great Expectations',"Drama,Romance Modern adaptation of Charles Dickens' novel 'Great..."
118,Ghayal Once Again,2016,"Action,Drama,Thriller",Sunny Deol,6.3,Ajay Mehra leaves for Goa where he meets an aspiring actress,"Action,Drama,Thriller Ajay Mehra leaves for Goa where he meets an aspiri..."
119,Kyaa Kool Hain Hum 3,2016,Comedy,Umesh Ghadge,3.8,"In order to impress his girlfriend, a man pretends to be very rich","Comedy In order to impress his girlfriend, a man pretends..."
120,Chalk n Duster,2016,"Drama,Family",Jayant Gilatar,6.1,The film is about the education system and its flaws,"Drama,Family The film is about the education system and its fla..."
121,Jai Gangaajal,2016,"Action,Crime,Drama",Prakash Jha,6.1,Abha Mathur senses trouble when the gallery starts reverberating with shouts,"Action,Crime,Drama Abha Mathur senses trouble when the gallery starts..."
122,Sanam Re,2016,"Drama,Romance",Divya Khosla Kumar,5.4,"A man falls in love with his childhood friend, but she gets married to someone else","Drama,Romance A man falls in love with his childhood friend, but..."
123,Loveshhuda,2016,"Comedy,Romance",Vaibhav Misra,4.6,"A man falls in love at first sight, but the girl he loves belongs to someone else","Comedy,Romance A man falls in love at first sight, but the girl h..."
124,Direct Ishq,2016,"Comedy,Romance",Rajiv S. Ruia,4.1,Two men compete for a woman's affection,"Comedy,Romance Two men compete for a woman's affection..."
125,Dishoom,2016,"Action,Adventure,Comedy",Rohit Dhawan,5.2,"When India's top batsman goes missing in the Middle East, two mismatched cops must team up","Action,Adventure,Comedy When India's top batsman goes missing in the Middl..."
126,Madaari,2016,"Drama,Thriller",Nishikant Kamat,7.6,A common man kidnaps the son of the Home Minister to seek answers,"Drama,Thriller A common man kidnaps the son of the Home Minister ..."
127,Rustom,2016,"Crime,Drama,Thriller",Tinu Suresh Desai,7.0,A naval officer returns home and finds his wife's lover,"Crime,Drama,Thriller A naval officer returns home and finds his wife's ..."
128,Mohenjo Daro,2016,"Adventure,Drama,Romance",Ashutosh Gowariker,5.7,In 2016 BC Sarman is a farmer in Amri and wants to trade in Harappa,"Adventure,Drama,Romance In 2016 BC Sarman is a farmer in Amri and wants to..."
129,Happy Bhag Jayegi,2016,"Comedy,Romance",Mudassar Aziz,6.1,"After fleeing an arranged marriage, a feisty Indian woman finds herself stranded in Pakistan","Comedy,Romance After fleeing an arranged marriage, a feisty India..."
130,Akira,2016,"Action,Crime,Thriller",A.R. Murugadoss,6.6,A gripping action thriller about a college girl Akira,"Action,Crime,Thriller A gripping action thriller about a college girl Ak..."
131,Pink,2016,"Crime,Drama,Thriller",Anirudh Iyer,8.1,"When three young women are implicated in a crime, a retired lawyer steps forward","Crime,Drama,Thriller When three young women are implicated in a crime, ..."
132,Tutak Tutak Tutiya,2016,"Comedy,Horror",A.L. Vijay,4.6,A man is possessed by the ghost of a girl,"Comedy,Horror A man is possessed by the ghost of a girl..."
133,Mirzya,2016,"Drama,Romance",Rakeysh Omprakash Mehra,4.7,Star-crossed lovers are doomed to be apart,"Drama,Romance Star-crossed lovers are doomed to be apart..."
134,M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",Neeraj Pandey,7.9,The untold story of Mahendra Singh Dhoni,"Biography,Drama,Sport The untold story of Mahendra Singh Dhoni..."
135,Banjo,2016,"Drama,Music",Ravi Jadhav,4.6,A musician from the streets of Mumbai,"Drama,Music A musician from the streets of Mumbai..."
136,A Flying Jatt,2016,"Action,Comedy,Fantasy",Remo D'Souza,3.1,Jatt is a reluctant superhero who fights against the forces of evil,"Action,Comedy,Fantasy Jatt is a reluctant superhero who fights against t..."
137,Freaky Ali,2016,"Comedy,Sport",Sohail Khan,4.8,A debt collector becomes an unlikely golf champion,"Comedy,Sport A debt collector becomes an unlikely golf champion..."
138,Raaz Reboot,2016,"Horror,Mystery,Romance",Vikram Bhatt,4.2,Rehaan and Shaina are newly married as Rehaan gets a strange offer,"Horror,Mystery,Romance Rehaan and Shaina are newly married as Rehaan gets..."
139,Parched,2015,Drama,Leena Yadav,7.6,The lives of four women in a desert village,Drama The lives of four women in a desert village...
140,Waiting,2015,Drama,Anu Menon,7.6,Two people are waiting in a hospital,Drama Two people are waiting in a hospital...
141,Nil Battey Sannata,2015,"Comedy,Drama",Ashwiny Iyer Tiwari,8.2,A story of a mother and her teenage daughter,"Comedy,Drama A story of a mother and her teenage daughter..."
142,Neerja,2016,"Biography,Drama,Thriller",Ram Madhvani,7.6,The story of the courageous Neerja Bhanot,"Biography,Drama,Thriller The story of the courageous Neerja Bhanot..."
143,Kapoor & Sons,2016,"Comedy,Drama,Romance",Shakun Batra,7.7,Two brothers visit their dysfunctional family,"Comedy,Drama,Romance Two brothers visit their dysfunctional family..."
144,The Jungle Book,2016,"Adventure,Drama,Family",Jon Favreau,7.4,A human child raised by wolves in the Indian jungle,"Adventure,Drama,Family A human child raised by wolves in the Indian jungl..."
145,Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi",Zack Snyder,6.4,Batman is manipulated by Lex Luthor to fear Superman,"Action,Adventure,Sci-Fi Batman is manipulated by Lex Luthor to fear Superm..."
146,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi","Anthony Russo, Joe Russo",7.8,Political involvement in the Avengers' affairs causes a rift,"Action,Adventure,Sci-Fi Political involvement in the Avengers' affairs cau..."
